Система автоматизации,AS
Абонент,ГПА-32
Ретросистема,Текущий
Дата,28.09.24
Время,19:30:43
Длительность архива (сек),25200.00
Время предыстории (сек),25200.00
Шаг дискретизации (сек),1.00

Время,"Частота вращения ротора СТ (1), об/мин","Давление газа на входе Км, Р Гвх.Км, МПа","Давление газа на выходе Км, Рг.вых.Км, МПа","Положение крана  № 6р (АПРК), %","Температура газа на входе Км, ТГ.вх.Км, °С","Температура газа на выходе Км, ТГ.вых.Км, °С","Виброперемещение ротора Км в передней опоре, гор. сост. (размах), мкм","Виброперемещение ротора Км в передней опоре, верт. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре гор. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре верт. сост. (размах), мкм","Осевой сдвиг ротора К, мм","Перепад давления  на конфузоре,  DРКонф, кПа","Расчетная степень сжатия Км,"
-23073.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23072.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23071.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23070.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23069.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23068.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23067.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23066.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23065.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23064.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23063.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23062.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23061.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23060.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23059.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23058.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23057.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23056.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23055.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23054.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23053.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23052.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23051.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23050.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23049.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23048.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23047.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23046.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23045.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23044.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23043.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23042.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23041.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23040.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23039.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23038.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23037.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23036.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23035.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23034.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23033.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23032.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23031.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23030.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23029.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23028.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23027.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23026.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23025.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23024.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23023.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23022.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23021.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23020.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23019.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23018.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23017.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23016.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23015.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23014.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23013.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23012.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23011.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23010.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23009.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23008.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23007.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23006.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23005.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23004.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23003.88,,3.9761,,,21.4392,72.9960,,,,,,,
-23002.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23001.88,,3.9771,,,21.4392,72.9960,,,,,,,
-23000.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22999.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22998.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22997.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22996.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22995.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22994.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22993.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22992.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22991.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22990.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22989.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22988.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22987.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22986.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22985.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22984.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22983.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22982.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22981.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22980.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22979.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22978.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22977.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22976.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22975.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22974.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22973.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22972.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22971.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22970.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22969.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22968.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22967.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22966.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22965.88,,3.9771,,,21.4392,72.9960,,,,,,,
-22964.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22963.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22962.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22961.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22960.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22959.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22958.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22957.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22956.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22955.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22954.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22953.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22952.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22951.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22950.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22949.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22948.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22947.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22946.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22945.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22944.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22943.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22942.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22941.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22940.88,,3.9775,,,21.4392,72.9960,,,,,,,
-22939.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22938.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22937.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22936.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22935.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22934.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22933.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22932.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22931.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22930.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22929.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22928.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22927.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22926.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22925.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22924.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22923.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22922.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22921.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22920.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22919.88,,3.9786,,,21.4392,72.9960,,,,,,,
-22918.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22917.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22916.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22915.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22914.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22913.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22912.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22911.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22910.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22909.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22908.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22907.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22906.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22905.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22904.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22903.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22902.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22901.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22900.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22899.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22898.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22897.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22896.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22895.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22894.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22893.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22892.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22891.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22890.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22889.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22888.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22887.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22886.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22885.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22884.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22883.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22882.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22881.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22880.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22879.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22878.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22877.88,,3.9797,,,21.4392,72.9960,,,,,,,
-22876.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22875.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22874.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22873.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22872.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22871.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22870.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22869.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22868.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22867.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22866.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22865.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22864.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22863.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22862.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22861.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22860.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22859.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22858.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22857.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22856.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22855.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22854.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22853.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22852.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22851.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22850.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22849.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22848.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22847.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22846.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22845.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22844.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22843.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22842.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22841.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22840.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22839.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22838.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22837.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22836.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22835.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22834.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22833.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22832.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22831.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22830.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22829.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22828.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22827.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22826.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22825.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22824.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22823.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22822.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22821.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22820.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22819.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22818.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22817.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22816.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22815.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22814.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22813.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22812.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22811.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22810.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22809.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22808.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22807.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22806.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22805.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22804.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22803.88,,3.9808,,,21.4392,72.9960,,,,,,,
-22802.88,,3.9822,,,21.4392,72.9960,,,,,,,
-22801.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22800.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22799.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22798.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22797.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22796.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22795.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22794.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22793.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22792.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22791.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22790.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22789.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22788.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22787.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22786.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22785.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22784.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22783.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22782.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22781.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22780.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22779.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22778.88,,3.9822,,,21.4392,72.9960,,,,,,,
-22777.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22776.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22775.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22774.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22773.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22772.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22771.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22770.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22769.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22768.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22767.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22766.88,,3.9811,,,21.4392,72.9960,,,,,,,
-22765.88,,3.9822,,,21.4392,72.9960,,,,,,,
-22764.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22763.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22762.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22761.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22760.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22759.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22758.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22757.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22756.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22755.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22754.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22753.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22752.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22751.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22750.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22749.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22748.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22747.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22746.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22745.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22744.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22743.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22742.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22741.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22740.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22739.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22738.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22737.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22736.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22735.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22734.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22733.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22732.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22731.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22730.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22729.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22728.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22727.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22726.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22725.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22724.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22723.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22722.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22721.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22720.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22719.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22718.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22717.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22716.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22715.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22714.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22713.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22712.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22711.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22710.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22709.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22708.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22707.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22706.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22705.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22704.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22703.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22702.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22701.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22700.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22699.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22698.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22697.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22696.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22695.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22694.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22693.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22692.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22691.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22690.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22689.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22688.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22687.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22686.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22685.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22684.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22683.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22682.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22681.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22680.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22679.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22678.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22677.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22676.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22675.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22674.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22673.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22672.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22671.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22670.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22669.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22668.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22667.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22666.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22665.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22664.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22663.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22662.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22661.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22660.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22659.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22658.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22657.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22656.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22655.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22654.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22653.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22652.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22651.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22650.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22649.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22648.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22647.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22646.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22645.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22644.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22643.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22642.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22641.88,,3.9811,,,21.5149,72.9960,,,,,,,
-22640.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22639.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22638.88,,3.9822,,,21.5149,72.9960,,,,,,,
-22637.88,,3.9822,,,21.5149,72.9960,,,,,,,
